route_id,service_id,trip_id,direction_id,trip_headsign,shape_id
line:61,27_1198692,1901291,1,Basso Cambo,11971
line:61,27_1198155,1900755,1,Basso Cambo,11971
line:61,27_1199889,1902475,0,Balma-Gramont,11970
line:61,27_1199853,1902442,1,Basso Cambo,11971
line:61,27_1198810,1901408,0,Balma-Gramont,11970
line:61,27_1199142,1901739,0,Balma-Gramont,11970
line:61,27_1199281,1901878,1,Basso Cambo,11971
line:61,27_1199775,1902366,1,Basso Cambo,11971
line:61,27_1198171,1900771,1,Basso Cambo,11971
line:61,27_1197825,1900425,0,Balma-Gramont,11970
line:61,27_1198375,1900974,0,Balma-Gramont,11970
line:61,27_1199059,1901657,1,Basso Cambo,11971
line:61,27_1199750,1902341,0,Balma-Gramont,11970
line:61,27_1197867,1900467,0,Balma-Gramont,11970
line:61,27_1199309,1901906,1,Basso Cambo,11971
line:61,27_1199265,1901862,1,Basso Cambo,11971
line:61,27_1199131,1901728,0,Balma-Gramont,11970
line:61,27_1198801,1901399,0,Balma-Gramont,11970
line:61,27_1198335,1900934,0,Balma-Gramont,11970
line:61,27_1198478,1901077,0,Balma-Gramont,11970
line:61,27_1198430,1901029,0,Balma-Gramont,11970
line:61,27_1197881,1900481,0,Balma-Gramont,11970
line:61,27_1198806,1901404,0,Balma-Gramont,11970
line:61,27_1198482,1901081,0,Balma-Gramont,11970
line:61,27_1199130,1901727,0,Balma-Gramont,11970
line:61,27_1198143,1900743,1,Basso Cambo,11971
line:61,27_1198396,1900995,0,Balma-Gramont,11970
line:61,27_1198826,1901424,0,Balma-Gramont,11970
line:61,27_1198298,1900897,0,Balma-Gramont,11970
line:61,27_1199515,1902109,0,Balma-Gramont,11970
line:61,27_1198578,1901177,1,Basso Cambo,11971
line:61,27_1198724,1901323,1,Basso Cambo,11971
line:61,27_1198969,1901567,0,Balma-Gramont,11970
line:61,27_1198678,1901277,1,Basso Cambo,11971
line:61,27_1199500,1902094,0,Balma-Gramont,11970
line:61,27_1198609,1901208,1,Basso Cambo,11971
line:61,27_1199744,1902335,0,Balma-Gramont,11970
line:61,27_1198131,1900731,1,Basso Cambo,11971
line:61,27_1199776,1902367,1,Basso Cambo,11971
line:61,27_1198706,1901305,1,Basso Cambo,11971
line:61,27_1197865,1900465,0,Balma-Gramont,11970
line:61,27_1198737,1901336,1,Basso Cambo,11971
line:61,27_1199073,1901671,1,Basso Cambo,11971
line:61,27_1199088,1901686,1,Basso Cambo,11971
line:61,27_1197620,1900220,0,Balma-Gramont,11970
line:61,27_1197876,1900476,0,Balma-Gramont,11970
line:61,27_1198689,1901288,1,Basso Cambo,11971
line:61,27_1199219,1901816,1,Basso Cambo,11971
line:61,27_1199858,1902446,0,Balma-Gramont,11970
line:61,27_1199062,1901660,1,Basso Cambo,11971
line:61,27_1197707,1900307,0,Balma-Gramont,11970
line:61,27_1198667,1901266,1,Basso Cambo,11971
line:61,27_1199175,1901772,0,Balma-Gramont,11970
line:61,27_1198245,1900845,1,Basso Cambo,11971
line:61,27_1197588,1900188,0,Balma-Gramont,11970
line:61,27_1200084,1902663,1,Basso Cambo,11971
line:61,27_1199624,1902217,0,Balma-Gramont,11970
line:61,27_1198184,1900784,1,Basso Cambo,11971
line:61,27_1198870,1901468,0,Balma-Gramont,11970
line:61,27_1198186,1900786,1,Basso Cambo,11971
line:61,27_1197872,1900472,0,Balma-Gramont,11970
line:61,27_1198449,1901048,0,Balma-Gramont,11970
line:61,27_1199432,1902027,0,Balma-Gramont,11970
line:61,27_1199614,1902207,0,Balma-Gramont,11970
line:61,27_1199303,1901900,1,Basso Cambo,11971
line:61,27_1198365,1900964,0,Balma-Gramont,11970
line:61,27_1198026,1900626,1,Basso Cambo,11971
line:61,27_1199511,1902105,0,Balma-Gramont,11970
line:61,27_1197760,1900360,0,Balma-Gramont,11970
line:61,27_1197709,1900309,0,Balma-Gramont,11970
line:61,27_1199233,1901830,1,Basso Cambo,11971
line:61,27_1197684,1900284,0,Balma-Gramont,11970
line:61,27_1198149,1900749,1,Basso Cambo,11971
line:61,27_1198173,1900773,1,Basso Cambo,11971
line:61,27_1198084,1900684,1,Basso Cambo,11971
line:61,27_1197575,1900175,0,Balma-Gramont,11970
line:61,27_1197795,1900395,0,Balma-Gramont,11970
line:61,27_1197840,1900440,0,Balma-Gramont,11970
line:61,27_1199640,1902233,1,Basso Cambo,11971
line:61,27_1199651,1902244,1,Basso Cambo,11971
line:61,27_1198796,1901394,0,Balma-Gramont,11970
line:61,27_1197985,1900585,1,Basso Cambo,11971
line:61,27_1199015,1901613,1,Basso Cambo,11971
line:61,27_1199138,1901735,0,Balma-Gramont,11970
line:61,27_1199344,1901940,0,Balma-Gramont,11970
line:61,27_1197597,1900197,0,Balma-Gramont,11970
line:61,27_1197956,1900556,1,Basso Cambo,11971
line:61,27_1198353,1900952,0,Balma-Gramont,11970
line:61,27_1198407,1901006,0,Balma-Gramont,11970
line:61,27_1199162,1901759,0,Balma-Gramont,11970
line:61,27_1199182,1901779,0,Balma-Gramont,11970
line:61,27_1199159,1901756,0,Balma-Gramont,11970
line:61,27_1198073,1900673,1,Basso Cambo,11971
line:61,27_1199352,1901948,1,Basso Cambo,11971
line:61,27_1199653,1902246,1,Basso Cambo,11971
line:61,27_1198663,1901262,1,Basso Cambo,11971
line:61,27_1198990,1901588,1,Basso Cambo,11971
line:61,27_1198020,1900620,1,Basso Cambo,11971
line:61,27_1199021,1901619,1,Basso Cambo,11971
line:61,27_1197779,1900379,0,Balma-Gramont,11970
line:61,27_1197725,1900325,0,Balma-Gramont,11970
line:61,27_1197950,1900550,1,Basso Cambo,11971
line:61,27_1199964,1902546,0,Balma-Gramont,11970
line:61,27_1198700,1901299,1,Basso Cambo,11971
line:61,27_1199390,1901986,1,Basso Cambo,11971
line:61,27_1199011,1901609,1,Basso Cambo,11971
line:61,27_1198686,1901285,1,Basso Cambo,11971
line:61,27_1199658,1902251,1,Basso Cambo,11971
line:61,27_1197833,1900433,0,Balma-Gramont,11970
line:61,27_1198238,1900838,1,Basso Cambo,11971
line:61,27_1198947,1901545,0,Balma-Gramont,11970
line:61,27_1197975,1900575,1,Basso Cambo,11971
line:61,27_1199049,1901647,1,Basso Cambo,11971
line:61,27_1198782,1901381,1,Basso Cambo,11971
line:61,27_1199457,1902052,1,Basso Cambo,11971
line:61,27_1197667,1900267,0,Balma-Gramont,11970
line:61,27_1197687,1900287,0,Balma-Gramont,11970
line:61,27_1199186,1901783,0,Balma-Gramont,11970
line:61,27_1198024,1900624,1,Basso Cambo,11971
line:61,27_1198896,1901494,0,Balma-Gramont,11970
line:61,27_1200073,1902653,1,Basso Cambo,11971
line:61,27_1198593,1901192,1,Basso Cambo,11971
line:61,27_1198485,1901084,0,Balma-Gramont,11970
line:61,27_1197907,1900507,0,Balma-Gramont,11970
line:61,27_1198041,1900641,1,Basso Cambo,11971
line:61,27_1199907,1902491,0,Balma-Gramont,11970
line:61,27_1199241,1901838,1,Basso Cambo,11971
line:61,27_1197900,1900500,0,Balma-Gramont,11970
line:61,27_1198562,1901161,1,Basso Cambo,11971
line:61,27_1198175,1900775,1,Basso Cambo,11971
line:61,27_1198846,1901444,0,Balma-Gramont,11970
line:61,27_1198998,1901596,1,Basso Cambo,11971
line:61,27_1198927,1901525,0,Balma-Gramont,11970
line:61,27_1198181,1900781,1,Basso Cambo,11971
line:61,27_1199274,1901871,1,Basso Cambo,11971
line:61,27_1198858,1901456,0,Balma-Gramont,11970
line:61,27_1199631,1902224,1,Basso Cambo,11971
line:61,27_1199787,1902378,1,Basso Cambo,11971
line:61,27_1199052,1901650,1,Basso Cambo,11971
line:61,27_1199619,1902212,0,Balma-Gramont,11970
line:61,27_1199194,1901791,0,Balma-Gramont,11970
line:61,27_1198824,1901422,0,Balma-Gramont,11970
line:61,27_1198662,1901261,1,Basso Cambo,11971
line:61,27_1199470,1902065,1,Basso Cambo,11971
line:61,27_1197945,1900545,1,Basso Cambo,11971
line:61,27_1199891,1902477,0,Balma-Gramont,11970
line:61,27_1198320,1900919,0,Balma-Gramont,11970
line:61,27_1198837,1901435,0,Balma-Gramont,11970
line:61,27_1199332,1901928,0,Balma-Gramont,11970
line:61,27_1197589,1900189,0,Balma-Gramont,11970
line:61,27_1197698,1900298,0,Balma-Gramont,11970
line:61,27_1197860,1900460,0,Balma-Gramont,11970
line:61,27_1199799,1902389,0,Balma-Gramont,11970
line:61,27_1199307,1901904,1,Basso Cambo,11971
line:61,27_1198117,1900717,1,Basso Cambo,11971
line:61,27_1197947,1900547,1,Basso Cambo,11971
line:61,27_1199312,1901909,1,Basso Cambo,11971
line:61,27_1198772,1901371,1,Basso Cambo,11971
line:61,27_1198567,1901166,1,Basso Cambo,11971
line:61,27_1199660,1902253,1,Basso Cambo,11971
line:61,27_1198350,1900949,0,Balma-Gramont,11970
line:61,27_1197676,1900276,0,Balma-Gramont,11970
line:61,27_1200069,1902649,1,Basso Cambo,11971
line:61,27_1198748,1901347,1,Basso Cambo,11971
line:61,27_1199612,1902205,0,Balma-Gramont,11970
line:61,27_1197693,1900293,0,Balma-Gramont,11970
line:61,27_1198841,1901439,0,Balma-Gramont,11970
line:61,27_1198879,1901477,0,Balma-Gramont,11970
line:61,27_1198900,1901498,0,Balma-Gramont,11970
line:61,27_1197875,1900475,0,Balma-Gramont,11970
line:61,27_1198531,1901130,0,Balma-Gramont,11970
line:61,27_1199336,1901932,0,Balma-Gramont,11970
line:61,27_1198460,1901059,0,Balma-Gramont,11970
line:61,27_1198871,1901469,0,Balma-Gramont,11970
line:61,27_1199094,1901692,1,Basso Cambo,11971
line:61,27_1197830,1900430,0,Balma-Gramont,11970
line:61,27_1199861,1902449,0,Balma-Gramont,11970
line:61,27_1199813,1902403,1,Basso Cambo,11971
line:61,27_1199818,1902408,1,Basso Cambo,11971
line:61,27_1198047,1900647,1,Basso Cambo,11971
line:61,27_1197690,1900290,0,Balma-Gramont,11970
line:61,27_1198851,1901449,0,Balma-Gramont,11970
line:61,27_1198512,1901111,0,Balma-Gramont,11970
line:61,27_1199228,1901825,1,Basso Cambo,11971
line:61,27_1198604,1901203,1,Basso Cambo,11971
line:61,27_1199385,1901981,1,Basso Cambo,11971
line:61,27_1198174,1900774,1,Basso Cambo,11971
line:61,27_1199577,1902171,1,Basso Cambo,11971
line:61,27_1198632,1901231,1,Basso Cambo,11971
line:61,27_1197972,1900572,1,Basso Cambo,11971
line:61,27_1197906,1900506,0,Balma-Gramont,11970
line:61,27_1199605,1902198,0,Balma-Gramont,11970
line:61,27_1198750,1901349,1,Basso Cambo,11971
line:61,27_1198428,1901027,0,Balma-Gramont,11970
line:61,27_1199077,1901675,1,Basso Cambo,11971
line:61,27_1199481,1902075,0,Balma-Gramont,11970
line:61,27_1198703,1901302,1,Basso Cambo,11971
line:61,27_1198912,1901510,0,Balma-Gramont,11970
line:61,27_1198066,1900666,1,Basso Cambo,11971
line:61,27_1198852,1901450,0,Balma-Gramont,11970
line:61,27_1199789,1902380,1,Basso Cambo,11971
line:61,27_1199189,1901786,0,Balma-Gramont,11970
line:61,27_1197948,1900548,1,Basso Cambo,11971
line:61,27_1199239,1901836,1,Basso Cambo,11971
line:61,27_1197705,1900305,0,Balma-Gramont,11970
line:61,27_1199699,1902291,0,Balma-Gramont,11970
line:61,27_1198989,1901587,1,Basso Cambo,11971
line:61,27_1199116,1901714,1,Basso Cambo,11971
line:61,27_1199856,1902445,1,Basso Cambo,11971
line:61,27_1197596,1900196,0,Balma-Gramont,11970
line:61,27_1199107,1901705,1,Basso Cambo,11971
line:61,27_1199838,1902427,0,Balma-Gramont,11970
line:61,27_1199028,1901626,1,Basso Cambo,11971
line:61,27_1199034,1901632,1,Basso Cambo,11971
line:61,27_1197630,1900230,0,Balma-Gramont,11970
line:61,27_1199747,1902338,0,Balma-Gramont,11970
line:61,27_1199191,1901788,0,Balma-Gramont,11970
line:61,27_1197645,1900245,0,Balma-Gramont,11970
line:61,27_1198436,1901035,0,Balma-Gramont,11970
line:61,27_1197803,1900403,0,Balma-Gramont,11970
line:61,27_1199141,1901738,0,Balma-Gramont,11970
line:61,27_1199074,1901672,1,Basso Cambo,11971
line:61,27_1198964,1901562,0,Balma-Gramont,11970
line:61,27_1199378,1901974,1,Basso Cambo,11971
line:61,27_1197677,1900277,0,Balma-Gramont,11970
line:61,27_1198359,1900958,0,Balma-Gramont,11970
line:61,27_1198437,1901036,0,Balma-Gramont,11970
line:61,27_1198582,1901181,1,Basso Cambo,11971
line:61,27_1198208,1900808,1,Basso Cambo,11971
line:61,27_1198895,1901493,0,Balma-Gramont,11970
line:61,27_1199445,1902040,1,Basso Cambo,11971
line:61,27_1199575,1902169,1,Basso Cambo,11971
line:61,27_1199165,1901762,0,Balma-Gramont,11970
line:61,27_1198448,1901047,0,Balma-Gramont,11970
line:61,27_1197682,1900282,0,Balma-Gramont,11970
line:61,27_1198843,1901441,0,Balma-Gramont,11970
line:61,27_1198901,1901499,0,Balma-Gramont,11970
line:61,27_1199556,1902150,1,Basso Cambo,11971
line:61,27_1199197,1901794,0,Balma-Gramont,11970
line:61,27_1199347,1901943,0,Balma-Gramont,11970
line:61,27_1198463,1901062,0,Balma-Gramont,11970
line:61,27_1197753,1900353,0,Balma-Gramont,11970
line:61,27_1198492,1901091,0,Balma-Gramont,11970
line:61,27_1198818,1901416,0,Balma-Gramont,11970
line:61,27_1198075,1900675,1,Basso Cambo,11971
line:61,27_1199694,1902286,0,Balma-Gramont,11970
line:61,27_1199958,1902541,1,Basso Cambo,11971
line:61,27_1199190,1901787,0,Balma-Gramont,11970
line:61,27_1199007,1901605,1,Basso Cambo,11971
line:61,27_1199119,1901717,1,Basso Cambo,11971
line:61,27_1199855,1902444,1,Basso Cambo,11971
line:61,27_1199602,1902195,0,Balma-Gramont,11970
line:61,27_1197930,1900530,0,Balma-Gramont,11970
line:61,27_1199454,1902049,1,Basso Cambo,11971
line:61,27_1198504,1901103,0,Balma-Gramont,11970
line:61,27_1198699,1901298,1,Basso Cambo,11971
line:61,27_1197641,1900241,0,Balma-Gramont,11970
line:61,27_1198500,1901099,0,Balma-Gramont,11970
line:61,27_1198548,1901147,1,Basso Cambo,11971
line:61,27_1198157,1900757,1,Basso Cambo,11971
line:61,27_1198633,1901232,1,Basso Cambo,11971
line:61,27_1198626,1901225,1,Basso Cambo,11971
line:61,27_1198682,1901281,1,Basso Cambo,11971
line:61,27_1197965,1900565,1,Basso Cambo,11971
line:61,27_1198932,1901530,0,Balma-Gramont,11970
line:61,27_1199016,1901614,1,Basso Cambo,11971
line:61,27_1197672,1900272,0,Balma-Gramont,11970
line:61,27_1197669,1900269,0,Balma-Gramont,11970
line:61,27_1198908,1901506,0,Balma-Gramont,11970
line:61,27_1199024,1901622,1,Basso Cambo,11971
line:61,27_1198943,1901541,0,Balma-Gramont,11970
line:61,27_1198973,1901571,1,Basso Cambo,11971
line:61,27_1197800,1900400,0,Balma-Gramont,11970
line:61,27_1198132,1900732,1,Basso Cambo,11971
line:61,27_1199193,1901790,0,Balma-Gramont,11970
line:61,27_1198625,1901224,1,Basso Cambo,11971
line:61,27_1199205,1901802,0,Balma-Gramont,11970
line:61,27_1199183,1901780,0,Balma-Gramont,11970
line:61,27_1197893,1900493,0,Balma-Gramont,11970
line:61,27_1198163,1900763,1,Basso Cambo,11971
line:61,27_1199400,1901995,0,Balma-Gramont,11970
line:61,27_1197623,1900223,0,Balma-Gramont,11970
line:61,27_1198899,1901497,0,Balma-Gramont,11970
line:61,27_1197581,1900181,0,Balma-Gramont,11970
line:61,27_1197962,1900562,1,Basso Cambo,11971
line:61,27_1199696,1902288,0,Balma-Gramont,11970
line:61,27_1198967,1901565,0,Balma-Gramont,11970
line:61,27_1198893,1901491,0,Balma-Gramont,11970
line:61,27_1197995,1900595,1,Basso Cambo,11971
line:61,27_1199120,1901718,1,Basso Cambo,11971
line:61,27_1198415,1901014,0,Balma-Gramont,11970
line:61,27_1199099,1901697,1,Basso Cambo,11971
line:61,27_1198220,1900820,1,Basso Cambo,11971
line:61,27_1199643,1902236,1,Basso Cambo,11971
line:61,27_1198323,1900922,0,Balma-Gramont,11970
line:61,27_1198454,1901053,0,Balma-Gramont,11970
line:61,27_1199230,1901827,1,Basso Cambo,11971
line:61,27_1198167,1900767,1,Basso Cambo,11971
line:61,27_1197968,1900568,1,Basso Cambo,11971
line:61,27_1198107,1900707,1,Basso Cambo,11971
line:61,27_1197974,1900574,1,Basso Cambo,11971
line:61,27_1197879,1900479,0,Balma-Gramont,11970
line:61,27_1199341,1901937,0,Balma-Gramont,11970
line:61,27_1198601,1901200,1,Basso Cambo,11971
line:61,27_1199108,1901706,1,Basso Cambo,11971
line:61,27_1198903,1901501,0,Balma-Gramont,11970
line:61,27_1199342,1901938,0,Balma-Gramont,11970
line:61,27_1197887,1900487,0,Balma-Gramont,11970
line:61,27_1197651,1900251,0,Balma-Gramont,11970
line:61,27_1198414,1901013,0,Balma-Gramont,11970
line:61,27_1197797,1900397,0,Balma-Gramont,11970
line:61,27_1199557,1902151,1,Basso Cambo,11971
line:61,27_1199013,1901611,1,Basso Cambo,11971
line:61,27_1197741,1900341,0,Balma-Gramont,11970
line:61,27_1198702,1901301,1,Basso Cambo,11971
line:61,27_1198563,1901162,1,Basso Cambo,11971
line:61,27_1197695,1900295,0,Balma-Gramont,11970
line:61,27_1199044,1901642,1,Basso Cambo,11971
line:61,27_1198799,1901397,0,Balma-Gramont,11970
line:61,27_1198491,1901090,0,Balma-Gramont,11970
line:61,27_1198022,1900622,1,Basso Cambo,11971
line:61,27_1197591,1900191,0,Balma-Gramont,11970
line:61,27_1198072,1900672,1,Basso Cambo,11971
line:61,27_1198707,1901306,1,Basso Cambo,11971
line:61,27_1197638,1900238,0,Balma-Gramont,11970
line:61,27_1199565,1902159,1,Basso Cambo,11971
line:61,27_1198610,1901209,1,Basso Cambo,11971
line:61,27_1199086,1901684,1,Basso Cambo,11971
line:61,27_1198571,1901170,1,Basso Cambo,11971
line:61,27_1198960,1901558,0,Balma-Gramont,11970
line:61,27_1198148,1900748,1,Basso Cambo,11971
line:61,27_1197998,1900598,1,Basso Cambo,11971
line:61,27_1198130,1900730,1,Basso Cambo,11971
line:61,27_1199383,1901979,1,Basso Cambo,11971
line:61,27_1198652,1901251,1,Basso Cambo,11971
line:61,27_1197819,1900419,0,Balma-Gramont,11970
line:61,27_1198192,1900792,1,Basso Cambo,11971
line:61,27_1199192,1901789,0,Balma-Gramont,11970
line:61,27_1198427,1901026,0,Balma-Gramont,11970
line:61,27_1198665,1901264,1,Basso Cambo,11971
line:61,27_1199489,1902083,0,Balma-Gramont,11970
line:61,27_1199300,1901897,1,Basso Cambo,11971
line:61,27_1198532,1901131,0,Balma-Gramont,11970
line:61,27_1198644,1901243,1,Basso Cambo,11971
line:61,27_1197573,1900173,0,Balma-Gramont,11970
line:61,27_1197594,1900194,0,Balma-Gramont,11970
line:61,27_1198811,1901409,0,Balma-Gramont,11970
line:61,27_1198849,1901447,0,Balma-Gramont,11970
line:61,27_1198971,1901569,1,Basso Cambo,11971
line:61,27_1198156,1900756,1,Basso Cambo,11971
line:61,27_1197745,1900345,0,Balma-Gramont,11970
line:61,27_1198218,1900818,1,Basso Cambo,11971
line:61,27_1197782,1900382,0,Balma-Gramont,11970
line:61,27_1199079,1901677,1,Basso Cambo,11971
line:61,27_1198887,1901485,0,Balma-Gramont,11970
line:61,27_1197762,1900362,0,Balma-Gramont,11970
line:61,27_1197618,1900218,0,Balma-Gramont,11970
line:61,27_1198229,1900829,1,Basso Cambo,11971
line:61,27_1198141,1900741,1,Basso Cambo,11971
line:61,27_1198528,1901127,0,Balma-Gramont,11970
line:61,27_1199255,1901852,1,Basso Cambo,11971
line:61,27_1199277,1901874,1,Basso Cambo,11971
line:61,27_1199552,1902146,1,Basso Cambo,11971
line:61,27_1197989,1900589,1,Basso Cambo,11971
line:61,27_1199367,1901963,1,Basso Cambo,11971
line:61,27_1198233,1900833,1,Basso Cambo,11971
line:61,27_1199259,1901856,1,Basso Cambo,11971
line:61,27_1199156,1901753,0,Balma-Gramont,11970
line:61,27_1198346,1900945,0,Balma-Gramont,11970
line:61,27_1198751,1901350,1,Basso Cambo,11971
line:61,27_1198970,1901568,1,Basso Cambo,11971
line:61,27_1198889,1901487,0,Balma-Gramont,11970
line:61,27_1199343,1901939,0,Balma-Gramont,11970
line:61,27_1198050,1900650,1,Basso Cambo,11971
line:61,27_1198457,1901056,0,Balma-Gramont,11970
line:61,27_1198612,1901211,1,Basso Cambo,11971
line:61,27_1199606,1902199,0,Balma-Gramont,11970
line:61,27_1200072,1902652,1,Basso Cambo,11971
line:61,27_1198926,1901524,0,Balma-Gramont,11970
line:61,27_1197640,1900240,0,Balma-Gramont,11970
line:61,27_1199697,1902289,0,Balma-Gramont,11970
line:61,27_1199250,1901847,1,Basso Cambo,11971
line:61,27_1198469,1901068,0,Balma-Gramont,11970
line:61,27_1199068,1901666,1,Basso Cambo,11971
line:61,27_1199035,1901633,1,Basso Cambo,11971
line:61,27_1198434,1901033,0,Balma-Gramont,11970
line:61,27_1199867,1902455,1,Basso Cambo,11971
line:61,27_1199379,1901975,1,Basso Cambo,11971
line:61,27_1198277,1900877,1,Basso Cambo,11971
line:61,27_1199225,1901822,1,Basso Cambo,11971
line:61,27_1197662,1900262,0,Balma-Gramont,11970
line:61,27_1197864,1900464,0,Balma-Gramont,11970
line:61,27_1198828,1901426,0,Balma-Gramont,11970
line:61,27_1198816,1901414,0,Balma-Gramont,11970
line:61,27_1198580,1901179,1,Basso Cambo,11971
line:61,27_1199210,1901807,0,Balma-Gramont,11970
line:61,27_1197846,1900446,0,Balma-Gramont,11970
line:61,27_1199209,1901806,0,Balma-Gramont,11970
line:61,27_1198006,1900606,1,Basso Cambo,11971
line:61,27_1199780,1902371,1,Basso Cambo,11971
line:61,27_1197857,1900457,0,Balma-Gramont,11970
line:61,27_1198435,1901034,0,Balma-Gramont,11970
line:61,27_1198984,1901582,1,Basso Cambo,11971
line:61,27_1197890,1900490,0,Balma-Gramont,11970
line:61,27_1199695,1902287,0,Balma-Gramont,11970
line:61,27_1198145,1900745,1,Basso Cambo,11971
line:61,27_1198147,1900747,1,Basso Cambo,11971
line:61,27_1199452,1902047,1,Basso Cambo,11971
line:61,27_1197812,1900412,0,Balma-Gramont,11970
line:61,27_1197959,1900559,1,Basso Cambo,11971
line:61,27_1197997,1900597,1,Basso Cambo,11971
line:61,27_1197827,1900427,0,Balma-Gramont,11970
line:61,27_1199001,1901599,1,Basso Cambo,11971
line:61,27_1198290,1900890,1,Basso Cambo,11971
line:61,27_1198823,1901421,0,Balma-Gramont,11970
line:61,27_1198614,1901213,1,Basso Cambo,11971
line:61,27_1197666,1900266,0,Balma-Gramont,11970
line:61,27_1199056,1901654,1,Basso Cambo,11971
line:61,27_1199550,1902144,1,Basso Cambo,11971
line:61,27_1199659,1902252,1,Basso Cambo,11971
line:61,27_1198880,1901478,0,Balma-Gramont,11970
line:61,27_1198674,1901273,1,Basso Cambo,11971
line:61,27_1198115,1900715,1,Basso Cambo,11971
line:61,27_1199150,1901747,0,Balma-Gramont,11970
line:61,27_1197920,1900520,0,Balma-Gramont,11970
line:61,27_1197766,1900366,0,Balma-Gramont,11970
line:61,27_1198406,1901005,0,Balma-Gramont,11970
line:61,27_1199135,1901732,0,Balma-Gramont,11970
line:61,27_1198820,1901418,0,Balma-Gramont,11970
line:61,27_1199463,1902058,1,Basso Cambo,11971
line:61,27_1198756,1901355,1,Basso Cambo,11971
line:61,27_1200071,1902651,1,Basso Cambo,11971
line:61,27_1198898,1901496,0,Balma-Gramont,11970
line:61,27_1198792,1901391,1,Basso Cambo,11971
line:61,27_1198197,1900797,1,Basso Cambo,11971
line:61,27_1199248,1901845,1,Basso Cambo,11971
line:61,27_1197729,1900329,0,Balma-Gramont,11970
line:61,27_1198754,1901353,1,Basso Cambo,11971
line:61,27_1197661,1900261,0,Balma-Gramont,11970
line:61,27_1199110,1901708,1,Basso Cambo,11971
line:61,27_1198470,1901069,0,Balma-Gramont,11970
line:61,27_1198661,1901260,1,Basso Cambo,11971
line:61,27_1199048,1901646,1,Basso Cambo,11971
line:61,27_1198552,1901151,1,Basso Cambo,11971
line:61,27_1198619,1901218,1,Basso Cambo,11971
line:61,27_1198795,1901393,0,Balma-Gramont,11970
line:61,27_1199419,1902014,0,Balma-Gramont,11970
line:61,27_1199628,1902221,0,Balma-Gramont,11970
line:61,27_1198345,1900944,0,Balma-Gramont,11970
line:61,27_1198885,1901483,0,Balma-Gramont,11970
line:61,27_1198178,1900778,1,Basso Cambo,11971
line:61,27_1197613,1900213,0,Balma-Gramont,11970
line:61,27_1198694,1901293,1,Basso Cambo,11971
line:61,27_1198598,1901197,1,Basso Cambo,11971
line:61,27_1198361,1900960,0,Balma-Gramont,11970
line:61,27_1198009,1900609,1,Basso Cambo,11971
line:61,27_1199261,1901858,1,Basso Cambo,11971
line:61,27_1199555,1902149,1,Basso Cambo,11971
line:61,27_1198720,1901319,1,Basso Cambo,11971
line:61,27_1198440,1901039,0,Balma-Gramont,11970
line:61,27_1197784,1900384,0,Balma-Gramont,11970
line:61,27_1197820,1900420,0,Balma-Gramont,11970
line:61,27_1198411,1901010,0,Balma-Gramont,11970
line:61,27_1197988,1900588,1,Basso Cambo,11971
line:61,27_1199335,1901931,0,Balma-Gramont,11970
line:61,27_1198938,1901536,0,Balma-Gramont,11970
line:61,27_1199665,1902258,1,Basso Cambo,11971
line:61,27_1197654,1900254,0,Balma-Gramont,11970
line:61,27_1199462,1902057,1,Basso Cambo,11971
line:61,27_1199484,1902078,0,Balma-Gramont,11970
line:61,27_1198002,1900602,1,Basso Cambo,11971
line:61,27_1199837,1902426,0,Balma-Gramont,11970
line:61,27_1198798,1901396,0,Balma-Gramont,11970
line:61,27_1199663,1902256,1,Basso Cambo,11971
line:61,27_1198294,1900893,0,Balma-Gramont,11970
line:61,27_1198085,1900685,1,Basso Cambo,11971
line:61,27_1198383,1900982,0,Balma-Gramont,11970
line:61,27_1199348,1901944,0,Balma-Gramont,11970
line:61,27_1198445,1901044,0,Balma-Gramont,11970
line:61,27_1197578,1900178,0,Balma-Gramont,11970
line:61,27_1198211,1900811,1,Basso Cambo,11971
line:61,27_1198257,1900857,1,Basso Cambo,11971
line:61,27_1198161,1900761,1,Basso Cambo,11971
line:61,27_1198993,1901591,1,Basso Cambo,11971
line:61,27_1198561,1901160,1,Basso Cambo,11971
line:61,27_1198542,1901141,1,Basso Cambo,11971
line:61,27_1197598,1900198,0,Balma-Gramont,11970
line:61,27_1198844,1901442,0,Balma-Gramont,11970
line:61,27_1198112,1900712,1,Basso Cambo,11971
line:61,27_1198422,1901021,0,Balma-Gramont,11970
line:61,27_1198721,1901320,1,Basso Cambo,11971
line:61,27_1198442,1901041,0,Balma-Gramont,11970
line:61,27_1198669,1901268,1,Basso Cambo,11971
line:61,27_1199900,1902486,1,Basso Cambo,11971
line:61,27_1199118,1901716,1,Basso Cambo,11971
line:61,27_1199211,1901808,0,Balma-Gramont,11970
line:61,27_1199774,1902365,1,Basso Cambo,11971
line:61,27_1198558,1901157,1,Basso Cambo,11971
line:61,27_1197636,1900236,0,Balma-Gramont,11970
line:61,27_1199579,1902173,1,Basso Cambo,11971
line:61,27_1197941,1900541,1,Basso Cambo,11971
line:61,27_1198594,1901193,1,Basso Cambo,11971
line:61,27_1197700,1900300,0,Balma-Gramont,11970
line:61,27_1198369,1900968,0,Balma-Gramont,11970
line:61,27_1198210,1900810,1,Basso Cambo,11971
line:61,27_1199621,1902214,0,Balma-Gramont,11970
line:61,27_1199391,1901987,1,Basso Cambo,11971
